analysis_id	main_or_supp	figure_table_panel	dataset	biological_unit	active_script	config_file	raw_or_source_input	derived_input	input_hash	primary_output	output_hash	source_table	source_table_hash	environment	notes
TABLE_S05_16	Supplement	Table S5 part 16	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S05_16.tsv	bca4c81bfecae142ae8a55c40fbe8368762f8543fcd14c17d3b59028d52f91c9	PTPN22_STATE_AXIS_SPECIFICITY_v1/07_sensitivity/PTPN22_AF35_LINEAGE_TECHNICAL_ADJUSTMENT.tsv	05dff6f936a4fb2c37e7a3074e0a9b30ae7f91580de005a26853023e1f2929e0	environment/; historical records only; complete locked environment unavailable	Figure 1 whole-tumor, perturbation and genetic estimates. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S06_01	Supplement	Table S6 part 1	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S06_01.tsv	c21800a66b784d2841e31bf5f84e4f7072f6319f7e4f6b4445091a448043a441	HCC_ICI_project/05_results/tables/phase17b_af35_portability/PHASE17B_AF35_LEAVE_ONE_GENE_OUT.tsv	05812dcbcca0ce89a16b6fb5f53c02f47c0fe4eaf6ef9cfb89d1a391ccb03860	environment/; historical records only; complete locked environment unavailable	Complete AF35 measurement-stability results. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S06_02	Supplement	Table S6 part 2	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S06_02.tsv	1e0714ee7a88ef9eecd64db88650ddc77b215b211eefec527c263cdaca8d2087	HCC_ICI_project/05_results/tables/phase17b_af35_portability/PHASE17B_AF35_RANDOM_DROPOUT_SUMMARY.tsv	b12a663c99a357862bc2b22f54ef2b579f385272c874c071c320cc66aec81304	environment/; historical records only; complete locked environment unavailable	Complete AF35 measurement-stability results. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S06_03	Supplement	Table S6 part 3	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S06_03.tsv	501a5189e5f7513c0dc1b0e90be01bf290b3bc798260b5dc71aead3bee25e67c	HCC_ICI_project/05_results/tables/phase17b_af35_portability/PHASE17B_AF35_WORST_CASE_DROPOUT.tsv	790bb7cd7b372e12e7de74de19298023e04c0c6662a681b6b2ac2e3a07d82511	environment/; historical records only; complete locked environment unavailable	Complete AF35 measurement-stability results. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S06_04	Supplement	Table S6 part 4	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S06_04.tsv	df5487be52f020825a3944665f8272fec82fd9397b4a84ba2834caf06d6d0e63	HCC_ICI_project/05_results/tables/phase17b_af35_portability/PHASE17B_AF35_DEPTH_THINNING.tsv	69458f5f6f4f960b5f661ac6da4ff3c5dc17b420c39ecece8a097a2cf9ab1338	environment/; historical records only; complete locked environment unavailable	Complete AF35 measurement-stability results. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S06_05	Supplement	Table S6 part 5	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S06_05.tsv	38dc61ca9eed6be00ceda3257185448b0e656fc053f10291b53f20e8bbd73cf2	HCC_ICI_project/05_results/tables/phase17b_af35_portability/PHASE17B_AF35_RANK_SCORE_SENSITIVITY.tsv	4f395e37e510d3341ec2e236565676a78314c3001c1f8d4f50766c2e28f93b21	environment/; historical records only; complete locked environment unavailable	Complete AF35 measurement-stability results. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S06_06	Supplement	Table S6 part 6	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S06_06.tsv	a451d51c17fbafd7b9b36151e684eb0e877ac7888f7eab1924c375e823abd817	HCC_ICI_project/05_results/tables/phase17b_af35_portability/PHASE17B_AF35_SINGLE_GENE_DOMINANCE.tsv	59930375412e2275fbb0db0dca4682dce096788a4e264cb991ce4859da7aacae	environment/; historical records only; complete locked environment unavailable	Complete AF35 measurement-stability results. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S06_07	Supplement	Table S6 part 7	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S06_07.tsv	7cdc9aff19713c3d5d3bbfd6df5edba360d69a55dfc8d219041140c67e9998db	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/AF35_PROGRAM_COHERENCE_RANDOM_REFERENCE_SUMMARY.tsv	2907681423220cdc70612e6363e5c4d742cbb1beb28f55ad8b4367f0d81d7a64	environment/; historical records only; complete locked environment unavailable	Figure 2H exact matched-random coherence summary. Exact frozen source export; no reanalysis. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S06_08	Supplement	Table S6 part 8	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S06_08.tsv	0690c5a105b8352680ee595fc9469d220a4d673998fd211a82665dbcf1e7235d	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/AF35_PROGRAM_COHERENCE_RANDOM_REFERENCE_RESULTS.tsv	af4dd9830cd4be85c1b3e8e59252921940c502647a009de24aa395f39025cdee	environment/; historical records only; complete locked environment unavailable	Figure 2H complete matched-program coherence metrics. Exact frozen source export; no reanalysis. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S07_01	Supplement	Table S7 part 1	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S07_01.tsv	65ba9b3ca1717ac58636940e41c317d37d410e129e31973a67d7b8ed68b13c6c	GSE235863_CLONE_STATE_DECOMPOSITION_v1/authority/05_results/tables/phase19a_af35_clonotype/AF35_EXPANDED_SINGLETON_PATIENT_EFFECTS.tsv	5ec50d0657b9b2941fe7056b72edecf7ed1320357053f14bb9e9ce59182bfec9	environment/; historical records only; complete locked environment unavailable	Exact-link eligibility and clone-context patient effects. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S07_02	Supplement	Table S7 part 2	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S07_02.tsv	9979e07056ce12061c39b4b8415a6b28bad2c2935e123e0def2ccc8979276485	GSE235863_CLONE_STATE_DECOMPOSITION_v1/authority/05_results/tables/phase19a_af35_clonotype/AF35_PERSISTENT_NONPERSISTENT_PATIENT_EFFECTS.tsv	7eeee584d89a7710bd51854e97051879cb46223df092b1f7e0003e690751ee50	environment/; historical records only; complete locked environment unavailable	Exact-link eligibility and clone-context patient effects. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S07_03	Supplement	Table S7 part 3	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S07_03.tsv	3d7f20e4195408e7cf7edd0d75d4fccf6e31d7ac6f69601aca581c9a9b08b2fe	GSE235863_CLONE_STATE_DECOMPOSITION_v1/authority/05_results/tables/phase19a_af35_clonotype/AF35_BASELINE_TO_FUTURE_OBSERVED_PATIENT_EFFECTS.tsv	2129a457d60fa91e16435b02527006684a6bd3e37d1ad9e8a8913cac75be8f71	environment/; historical records only; complete locked environment unavailable	Exact-link eligibility and clone-context patient effects. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S07_04	Supplement	Table S7 part 4	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S07_04.tsv	6ca38251c768fe891b887b500b3d3b91b68f23475f8377fa81fd95fdb993a65d	GSE235863_CLONE_STATE_DECOMPOSITION_v1/PAIRED_CDR3_AUTHOR_ID_MERGE_AUDIT.tsv	ecde5102b55107b51e9e13e6aa733d4d147b56841f15c6c54eff43025bd5beab	environment/; historical records only; complete locked environment unavailable	Exact-link eligibility and clone-context patient effects. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S07_05	Supplement	Table S7 part 5	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S07_05.tsv	2ad64428d414c97ed3fe13c334228576eeb207408bb41500bfbaceb2e93e1c7b	GSE235863_CLONE_STATE_DECOMPOSITION_v1/CLONE_STATE_EFFECT_SUMMARY.tsv	c3953c19c21e2a37932cd2ddedfe24619276876120ae2a1b8fe01adce11bb6f6	environment/; historical records only; complete locked environment unavailable	Exact-link eligibility and clone-context patient effects. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S07_06	Supplement	Table S7 part 6	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S07_06.tsv	e5e6915f635be848d6e7bd5838d32a3413dfb9311aca5fefd4f5cff354fbcff2	GSE235863_CLONE_STATE_DECOMPOSITION_v1/CLONE_STATE_PATIENT_EFFECTS.tsv	32436c1a8e578094ac332f90cd5bd6e5363f348732948be2e3f77730def9ad03	environment/; historical records only; complete locked environment unavailable	Exact-link eligibility and clone-context patient effects. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S07_07	Supplement	Table S7 part 7	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S07_07.tsv	37d335e638b9bc3f602e43636302ead6c5cd09e4a1c3ea92ba67f82f68989cb8	HCC_ICI_project/05_results/tables/phase3/GSE235863_WITHIN_PATIENT_CLONAL_ASSOCIATIONS.tsv	b45a0085ad19977e6f3b65c7e3ce216f1aa5d37d2ca5723e4a3f719543bd4920	environment/; historical records only; complete locked environment unavailable	Exact-link eligibility and clone-context patient effects. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S07_08	Supplement	Table S7 part 8	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S07_08.tsv	f8fd9c00acacc7973370fea61e0eadb41d47d14225404df99ac6fec4e82ee7ff	HCC_ICI_project/05_results/tables/temporal/PTPN22_TEMPORAL_SENSITIVITY.tsv	ed994fcb0de9d5672a057a777695f1fa621a70b1c4c84f31e9d17b6240915422	environment/; historical records only; complete locked environment unavailable	Exact-link eligibility and clone-context patient effects. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S08_01	Supplement	Table S8 part 1	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S08_01.tsv	2ad64428d414c97ed3fe13c334228576eeb207408bb41500bfbaceb2e93e1c7b	GSE235863_CLONE_STATE_DECOMPOSITION_v1/CLONE_STATE_EFFECT_SUMMARY.tsv	c3953c19c21e2a37932cd2ddedfe24619276876120ae2a1b8fe01adce11bb6f6	environment/; historical records only; complete locked environment unavailable	AF35 decomposition and weighted-occupancy definitions. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S08_02	Supplement	Table S8 part 2	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S08_02.tsv	43a964efcbe0691aed0b57dca6f1ccb57478490b02b1e57f75645946e5de7777	AF35_CLINICAL_STATE_OCCUPANCY_DECOMPOSITION_v1/AF35_STATE_OCCUPANCY_CLINICAL_DECOMPOSITION.tsv	e86acc76671a5aa24983d7089df32161d0ce8dff39cbb34736385a2788f0fb15	environment/; historical records only; complete locked environment unavailable	AF35 decomposition and weighted-occupancy definitions. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S08_03	Supplement	Table S8 part 3	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S08_03.tsv	0911ef309b7327a46bf67349040096e206ee59ab9b56982496d7f7eff05d47b2	AF35_CLINICAL_STATE_OCCUPANCY_DECOMPOSITION_v1/AF35_STATE_OCCUPANCY_BOOTSTRAP_SUMMARY.tsv	4c8d7a12ccb2b9394d9998d2d5bb5a9d0ec39e2469b4555de712912d3d0e5422	environment/; historical records only; complete locked environment unavailable	AF35 decomposition and weighted-occupancy definitions. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S08_04	Supplement	Table S8 part 4	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S08_04.tsv	4b404c56e24de588670038ce2193320ae9f45aa76db5db65e5ab2076417411b2	AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/04_phaseB_results/AF35_M2_CLINICAL_LONGITUDINAL_CONTRASTS.tsv	b7f85c49eee9b207079f5a1d6e502bd80d74820ad7ff6505fd350bfd122518bd	environment/; historical records only; complete locked environment unavailable	AF35 decomposition and weighted-occupancy definitions. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S08_05	Supplement	Table S8 part 5	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S08_05.tsv	80abeb460b537675f844338c0ed2a7ab9e6d4f1f1479aba134c55d25c5ce99a1	AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/AF35_CLONE_NEUTRALIZATION_PATIENT_COMPONENTS_RESPONSE_BLIND.tsv	9fabd8f853f5c296b904d87e1f2f93198b04c939525a84d3b8867eb8938df711	environment/; historical records only; complete locked environment unavailable	AF35 decomposition and weighted-occupancy definitions. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S08_06	Supplement	Table S8 part 6	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S08_06.tsv	0846eb8a5e27bf70a5ac3a81424037a4b7c75caaa68c0866b5591431f1337619	AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/AF35_CLONE_NEUTRALIZATION_STATE_CONTRIBUTIONS.tsv	299d183ab28b231fad88e270368d701c5098903488626b9e214ba783a674fbb2	environment/; historical records only; complete locked environment unavailable	AF35 decomposition and weighted-occupancy definitions. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S08_07	Supplement	Table S8 part 7	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S08_07.tsv	77daff8705363ada478b53fba4c496b2d554fd37d0b850492bc5e419d1031557	AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/AF35_CLONE_NEUTRALIZATION_CLINICAL_DECOMPOSITION.tsv	77daff8705363ada478b53fba4c496b2d554fd37d0b850492bc5e419d1031557	environment/; historical records only; complete locked environment unavailable	Seven-patient peripheral-blood clone-equal and clone-size decomposition. Exact frozen 4R/3NR decomposition; no new analysis; O_CELL=O_CLONE+D_SIZE. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S09_01	Supplement	Table S9 part 1	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S09_01.tsv	d15aba91c12c16dc6cd2a022cc87d790ec08086d32e2ac7e878386f95209335a	HCC_ICI_MAIN_FIGURE_FROZEN_SOURCE_PAYLOAD_V2/Figure5/display_support/F5C_ALL_PATIENTS_AND_FROZEN_EFFECTS.tsv	d15aba91c12c16dc6cd2a022cc87d790ec08086d32e2ac7e878386f95209335a	environment/; historical records only; complete locked environment unavailable	Spatial cohort mapping and patient-level statistics. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
